#,0=FMV,0=horizontal,,0=left,from left to right,,,,,,,,,,,,,,-1=no amp,-1=no amp,,,,,,,,,
#,1=MRD,1=vertical,,1=right,from bottom to top,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,0=bottom,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,1=top,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TITLE_LINE
channel_num,detector_system,orientation,layer,side,num,x (center),y (center),z (center),x width,y width,z width,Rack,TDC slot,TDC channel,Discrim. slot,Discrim. ch,Patch Panel Row,Patch Panel Col,Amp Slot,Amp Channel,hv_crate,hv_slot,hv_channel,nominal HV,polarity,PMT type,cable label,paddle label,notes
140,1,1,5,1,15,107.1,65.25,373.76,15,130.2,0.6,8,8,31,9,16,6,16,-1,-1,1,11,15,-2000,-1,,MRD_x15_y01_z05,MRD_x15_y01_z05,
141,1,1,5,1,16,122.4,65.25,373.76,15,130.2,0.6,8,14,31,15,16,6,17,-1,-1,1,4,15,-2000,-1,,MRD_x16_y01_z05,MRD_x16_y01_z05,"Now uses ""y0 z5 spare"", Rack 8, slot 18, channel 16 has no NIM output"
142,1,0,6,0,0,-73.75,-121.8,386.22,147.2,20,0.6,7,8,0,7,1,5,1,-1,-1,1,12,0,-2100,-1,,MRD_x00_y00_z06,MRD_x00_y00_z06,
143,1,0,6,0,1,-73.75,-101.5,386.22,147.2,20,0.6,7,8,1,7,2,5,2,-1,-1,1,12,1,-2100,-1,,MRD_x00_y01_z06,MRD_x00_y01_z06,
144,1,0,6,0,2,-73.75,-81.2,386.22,147.2,20,0.6,7,8,2,7,3,5,3,-1,-1,1,12,2,-2100,-1,,MRD_x00_y02_z06,MRD_x00_y02_z06,
145,1,0,6,0,3,-73.75,-60.9,386.22,147.2,20,0.6,7,8,3,7,4,5,4,-1,-1,1,12,3,-2100,-1,,MRD_x00_y03_z06,MRD_x00_y03_z06,
146,1,0,6,0,4,-73.75,-40.6,386.22,147.2,20,0.6,7,8,4,7,5,5,5,-1,-1,1,12,4,-2100,-1,,MRD_x00_y04_z06,MRD_x00_y04_z06,
147,1,0,6,0,5,-73.75,-20.3,386.22,147.2,20,0.6,7,8,5,7,6,5,6,-1,-1,1,12,5,-2100,-1,,MRD_x00_y05_z06,MRD_x00_y05_z06,
148,1,0,6,0,6,-73.75,0,386.22,147.2,20,0.6,7,8,6,7,7,5,7,-1,-1,1,12,6,-2100,-1,,MRD_x00_y06_z06,MRD_x00_y06_z06,
149,1,0,6,0,7,-73.75,20.3,386.22,147.2,20,0.6,7,8,7,7,8,5,8,-1,-1,1,12,7,-2100,-1,,MRD_x00_y07_z06,MRD_x00_y07_z06,
150,1,0,6,0,8,-73.75,40.6,386.22,147.2,20,0.6,7,8,8,7,9,5,9,-1,-1,1,12,8,-2100,-1,,MRD_x00_y08_z06,MRD_x00_y08_z06,
151,1,0,6,0,9,-73.75,60.9,386.22,147.2,20,0.6,7,8,9,7,10,5,10,-1,-1,1,12,9,-2100,-1,,MRD_x00_y09_z06,MRD_x00_y09_z06,
152,1,0,6,0,10,-73.75,81.2,386.22,147.2,20,0.6,7,8,10,7,11,5,11,-1,-1,1,12,10,-2100,-1,,MRD_x00_y10_z06,MRD_x00_y10_z06,
153,1,0,6,0,11,-73.75,101.5,386.22,147.2,20,0.6,7,8,11,7,12,5,12,-1,-1,1,12,11,-2100,-1,,MRD_x00_y11_z06,MRD_x00_y11_z06,
154,1,0,6,0,12,-73.75,121.8,386.22,147.2,20,0.6,7,8,12,7,13,5,13,-1,-1,1,12,12,-2100,-1,,MRD_x00_y12_z06,MRD_x00_y12_z06,
155,1,0,6,1,0,73.75,-121.8,386.22,147.2,20,0.6,7,8,16,9,1,6,1,-1,-1,1,13,0,-1900,-1,,MRD_x01_y00_z06,MRD_x01_y00_z06,
156,1,0,6,1,1,73.75,-101.5,386.22,147.2,20,0.6,7,8,17,9,2,6,2,-1,-1,1,13,1,-2100,-1,,MRD_x01_y01_z06,MRD_x01_y01_z06,
157,1,0,6,1,2,73.75,-81.2,386.22,147.2,20,0.6,7,8,18,9,3,6,3,-1,-1,1,13,2,-2100,-1,,MRD_x01_y02_z06,MRD_x01_y02_z06,
158,1,0,6,1,3,73.75,-60.9,386.22,147.2,20,0.6,7,8,19,9,4,6,4,-1,-1,1,13,3,-2100,-1,,MRD_x01_y03_z06,MRD_x01_y03_z06,
159,1,0,6,1,4,73.75,-40.6,386.22,147.2,20,0.6,7,8,20,9,5,6,5,-1,-1,1,13,4,-2100,-1,,MRD_x01_y04_z06,MRD_x01_y04_z06,
160,1,0,6,1,5,73.75,-20.3,386.22,147.2,20,0.6,7,8,21,9,6,6,6,-1,-1,1,13,5,-2100,-1,,MRD_x01_y05_z06,MRD_x01_y05_z06,
161,1,0,6,1,6,73.75,0,386.22,147.2,20,0.6,7,8,22,9,7,6,7,-1,-1,1,13,6,-2100,-1,,MRD_x01_y06_z06,MRD_x01_y06_z06,
162,1,0,6,1,7,73.75,20.3,386.22,147.2,20,0.6,7,8,23,9,8,6,8,-1,-1,1,13,7,-2100,-1,,MRD_x01_y07_z06,MRD_x01_y07_z06,
163,1,0,6,1,8,73.75,40.6,386.22,147.2,20,0.6,7,8,24,9,9,6,9,-1,-1,1,13,8,-2100,-1,,MRD_x01_y08_z06,MRD_x01_y08_z06,
164,1,0,6,1,9,73.75,60.9,386.22,147.2,20,0.6,7,8,25,9,10,6,10,-1,-1,1,13,9,-1900,-1,,MRD_x01_y09_z06,MRD_x01_y09_z06,
165,1,0,6,1,10,73.75,81.2,386.22,147.2,20,0.6,7,8,26,9,11,6,11,-1,-1,1,13,10,-2100,-1,,MRD_x01_y10_z06,MRD_x01_y10_z06,
166,1,0,6,1,11,73.75,101.5,386.22,147.2,20,0.6,7,8,27,9,12,6,12,-1,-1,1,13,11,-2100,-1,,MRD_x01_y11_z06,MRD_x01_y11_z06,
167,1,0,6,1,12,73.75,121.8,386.22,147.2,20,0.6,7,8,28,9,13,6,13,-1,-1,1,13,12,-2100,-1,,MRD_x01_y12_z06,MRD_x01_y12_z06,
168,1,1,7,0,1,-121.8,-65.25,398.33,20,130.2,0.6,8,11,1,10,2,7,2,1,3,1,14,1,-1500,-1,,MRD_x01_y00_z07,MRD_x01_y00_z07,
169,1,1,7,0,2,-101.5,-65.25,398.33,20,130.2,0.6,8,11,2,10,3,7,3,1,5,1,14,2,-1500,-1,,MRD_x02_y00_z07,MRD_x02_y00_z07,
170,1,1,7,0,3,-81.2,-65.25,398.33,20,130.2,0.6,8,11,3,10,4,7,4,1,7,1,14,3,-1500,-1,,MRD_x03_y00_z07,MRD_x03_y00_z07,
171,1,1,7,0,4,-60.9,-65.25,398.33,20,130.2,0.6,8,11,4,10,5,7,5,1,9,1,14,4,-1500,-1,,MRD_x04_y00_z07,MRD_x04_y00_z07,
172,1,1,7,0,5,-40.6,-65.25,398.33,20,130.2,0.6,8,11,5,10,6,7,6,1,11,1,14,5,-1500,-1,,MRD_x05_y00_z07,MRD_x05_y00_z07,
173,1,1,7,0,6,-20.3,-65.25,398.33,20,130.2,0.6,8,11,6,10,7,7,7,1,13,1,14,6,-1500,-1,,MRD_x06_y00_z07,MRD_x06_y00_z07,
174,1,1,7,0,7,0,-65.25,398.33,20,130.2,0.6,8,11,7,10,8,7,8,12,2,1,14,7,-1500,-1,,MRD_x07_y00_z07,MRD_x07_y00_z07,
175,1,1,7,0,8,20.3,-65.25,398.33,20,130.2,0.6,8,11,8,10,9,7,9,12,4,1,14,8,-1500,-1,,MRD_x08_y00_z07,MRD_x08_y00_z07,
176,1,1,7,0,9,40.6,-65.25,398.33,20,130.2,0.6,8,11,9,10,10,7,10,12,6,1,14,9,-1500,-1,,MRD_x09_y00_z07,MRD_x09_y00_z07,
177,1,1,7,0,10,60.9,-65.25,398.33,20,130.2,0.6,8,11,10,10,11,7,11,12,8,1,14,10,-1500,-1,,MRD_x10_y00_z07,MRD_x10_y00_z07,
178,1,1,7,0,11,81.2,-65.25,398.33,20,130.2,0.6,8,11,11,10,12,7,12,12,10,1,14,11,-1500,-1,,MRD_x11_y00_z07,MRD_x11_y00_z07,
179,1,1,7,0,12,101.5,-65.25,398.33,20,130.2,0.6,8,11,12,10,13,7,13,12,12,1,14,12,-1500,-1,,MRD_x12_y00_z07,MRD_x12_y00_z07,
180,1,1,7,0,13,121.8,-65.25,398.33,20,130.2,0.6,8,11,13,10,14,7,14,12,14,1,14,13,-1500,-1,,MRD_x13_y00_z07,MRD_x13_y00_z07,
181,1,1,7,1,1,-121.8,65.25,398.33,20,130.2,0.6,8,11,17,12,2,8,2,1,4,1,15,1,-1500,-1,,MRD_x01_y01_z07,MRD_x01_y01_z07,
182,1,1,7,1,2,-101.5,65.25,398.33,20,130.2,0.6,8,11,18,12,3,8,3,1,6,1,15,2,-1500,-1,,MRD_x02_y01_z07,MRD_x02_y01_z07,
183,1,1,7,1,3,-81.2,65.25,398.33,20,130.2,0.6,8,11,19,12,4,8,4,1,8,1,15,3,-1300,-1,,MRD_x03_y01_z07,MRD_x03_y01_z07,
184,1,1,7,1,4,-60.9,65.25,398.33,20,130.2,0.6,8,11,20,12,5,8,5,1,10,1,15,4,-1500,-1,,MRD_x04_y01_z07,MRD_x04_y01_z07,
185,1,1,7,1,5,-40.6,65.25,398.33,20,130.2,0.6,8,11,21,12,6,8,6,1,12,1,15,5,-2000,-1,,MRD_x05_y01_z07,MRD_x05_y01_z07,
186,1,1,7,1,6,-20.3,65.25,398.33,20,130.2,0.6,8,11,22,12,7,8,7,1,14,1,15,6,-2000,-1,,MRD_x06_y01_z07,MRD_x06_y01_z07,
187,1,1,7,1,7,0,65.25,398.33,20,130.2,0.6,8,11,23,12,8,8,8,12,1,1,15,7,-2000,-1,,MRD_x07_y01_z07,MRD_x07_y01_z07,
188,1,1,7,1,8,20.3,65.25,398.33,20,130.2,0.6,8,11,24,12,9,8,9,12,3,1,15,8,-2000,-1,,MRD_x08_y01_z07,MRD_x08_y01_z07,
189,1,1,7,1,9,40.6,65.25,398.33,20,130.2,0.6,8,11,25,12,10,8,10,12,5,1,15,9,-1500,-1,,MRD_x09_y01_z07,MRD_x09_y01_z07,
190,1,1,7,1,10,60.9,65.25,398.33,20,130.2,0.6,8,11,26,12,11,8,11,12,7,1,15,10,-1500,-1,,MRD_x10_y01_z07,MRD_x10_y01_z07,
191,1,1,7,1,11,81.2,65.25,398.33,20,130.2,0.6,8,11,27,12,12,8,12,12,9,1,15,11,-1500,-1,,MRD_x11_y01_z07,MRD_x11_y01_z07,
192,1,1,7,1,12,101.5,65.25,398.33,20,130.2,0.6,8,11,28,12,13,8,13,12,11,1,15,12,-1500,-1,,MRD_x12_y01_z07,MRD_x12_y01_z07,
193,1,1,7,1,13,121.8,65.25,398.33,20,130.2,0.6,8,11,29,12,14,8,14,12,13,1,15,13,-1500,-1,,MRD_x13_y01_z07,MRD_x13_y01_z07,
194,1,0,8,0,0,-73.75,-121.8,410.44,147.2,20,0.6,7,11,0,10,1,7,1,-1,-1,1,0,0,2100,1,EMI 9939B,MRD_x00_y00_z08,MRD_x00_y00_z08,
195,1,0,8,0,1,-73.75,-101.5,410.44,147.2,20,0.6,7,11,1,10,2,7,2,-1,-1,1,0,1,2100,1,EMI 9939B,MRD_x00_y01_z08,MRD_x00_y01_z08,
196,1,0,8,0,2,-73.75,-81.2,410.44,147.2,20,0.6,7,11,2,10,3,7,3,-1,-1,1,0,2,2100,1,EMI 9939B,MRD_x00_y02_z08,MRD_x00_y02_z08,
197,1,0,8,0,3,-73.75,-60.9,410.44,147.2,20,0.6,7,11,3,10,4,7,4,-1,-1,1,0,3,2100,1,EMI 9939B,MRD_x00_y03_z08,MRD_x00_y03_z08,
198,1,0,8,0,4,-73.75,-40.6,410.44,147.2,20,0.6,7,11,4,10,5,7,5,-1,-1,1,0,4,2100,1,EMI 9939B,MRD_x00_y04_z08,MRD_x00_y04_z08,
199,1,0,8,0,5,-73.75,-20.3,410.44,147.2,20,0.6,7,11,5,10,6,7,6,-1,-1,1,0,5,2100,1,EMI 9939B,MRD_x00_y05_z08,MRD_x00_y05_z08,
200,1,0,8,0,6,-73.75,0,410.44,147.2,20,0.6,7,11,6,10,7,7,7,-1,-1,1,0,6,2100,1,EMI 9939B,MRD_x00_y06_z08,MRD_x00_y06_z08,
201,1,0,8,0,7,-73.75,20.3,410.44,147.2,20,0.6,7,11,7,10,8,7,8,-1,-1,1,0,7,2100,1,EMI 9939B,MRD_x00_y07_z08,MRD_x00_y07_z08,
202,1,0,8,0,8,-73.75,40.6,410.44,147.2,20,0.6,7,11,8,10,9,7,9,-1,-1,1,0,8,2100,1,EMI 9939B,MRD_x00_y08_z08,MRD_x00_y08_z08,
203,1,0,8,0,9,-73.75,60.9,410.44,147.2,20,0.6,7,11,9,10,10,7,10,-1,-1,1,0,9,2100,1,EMI 9939B,MRD_x00_y09_z08,MRD_x00_y09_z08,
204,1,0,8,0,10,-73.75,81.2,410.44,147.2,20,0.6,7,11,10,10,11,7,11,-1,-1,1,0,10,2100,1,EMI 9939B,MRD_x00_y10_z08,MRD_x00_y10_z08,
205,1,0,8,0,11,-73.75,101.5,410.44,147.2,20,0.6,7,11,11,10,12,7,12,-1,-1,1,0,11,2100,1,EMI 9939B,MRD_x00_y11_z08,MRD_x00_y11_z08,
206,1,0,8,0,12,-73.75,121.8,410.44,147.2,20,0.6,7,11,12,10,13,7,13,-1,-1,1,0,12,2100,1,EMI 9939B,MRD_x00_y12_z08,MRD_x00_y12_z08,
207,1,0,8,1,0,73.75,-121.8,410.44,147.2,20,0.6,7,11,16,12,1,8,1,-1,-1,1,1,13,2100,1,EMI 9939B,MRD_x01_y00_z08,MRD_x01_y00_z08,< HV 1-1-0 is broken
208,1,0,8,1,1,73.75,-101.5,410.44,147.2,20,0.6,7,11,17,12,2,8,2,-1,-1,1,1,1,2100,1,EMI 9939B,MRD_x01_y01_z08,MRD_x01_y01_z08,
209,1,0,8,1,2,73.75,-81.2,410.44,147.2,20,0.6,7,11,18,12,3,8,3,-1,-1,1,1,2,2100,1,EMI 9939B,MRD_x01_y02_z08,MRD_x01_y02_z08,
210,1,0,8,1,3,73.75,-60.9,410.44,147.2,20,0.6,7,11,19,12,4,8,4,-1,-1,1,1,3,2100,1,EMI 9939B,MRD_x01_y03_z08,MRD_x01_y03_z08,
211,1,0,8,1,4,73.75,-40.6,410.44,147.2,20,0.6,7,11,20,12,5,8,5,-1,-1,1,1,4,2100,1,EMI 9939B,MRD_x01_y04_z08,MRD_x01_y04_z08,
212,1,0,8,1,5,73.75,-20.3,410.44,147.2,20,0.6,7,11,21,12,6,8,6,-1,-1,1,1,5,2100,1,EMI 9939B,MRD_x01_y05_z08,MRD_x01_y05_z08,
213,1,0,8,1,6,73.75,0,410.44,147.2,20,0.6,7,11,22,12,7,8,7,-1,-1,1,1,6,2100,1,EMI 9939B,MRD_x01_y06_z08,MRD_x01_y06_z08,
214,1,0,8,1,7,73.75,20.3,410.44,147.2,20,0.6,7,11,23,12,8,8,8,-1,-1,1,1,7,2100,1,EMI 9939B,MRD_x01_y07_z08,MRD_x01_y07_z08,
215,1,0,8,1,8,73.75,40.6,410.44,147.2,20,0.6,7,11,24,12,9,8,9,-1,-1,1,1,8,2100,1,EMI 9939B,MRD_x01_y08_z08,MRD_x01_y08_z08,
216,1,0,8,1,9,73.75,60.9,410.44,147.2,20,0.6,7,11,25,12,10,8,10,-1,-1,1,1,9,2100,1,EMI 9939B,MRD_x01_y09_z08,MRD_x01_y09_z08,
217,1,0,8,1,10,73.75,81.2,410.44,147.2,20,0.6,7,11,26,12,11,8,11,-1,-1,1,1,10,2100,1,EMI 9939B,MRD_x01_y10_z08,MRD_x01_y10_z08,
218,1,0,8,1,11,73.75,101.5,410.44,147.2,20,0.6,7,11,27,12,12,8,12,-1,-1,1,1,11,2100,1,EMI 9939B,MRD_x01_y11_z08,MRD_x01_y11_z08,
219,1,0,8,1,12,73.75,121.8,410.44,147.2,20,0.6,7,11,28,12,13,8,13,-1,-1,1,1,12,2100,1,EMI 9939B,MRD_x01_y12_z08,MRD_x01_y12_z08,
220,1,1,9,0,0,-142.1,-65.25,422.55,20,130.2,0.6,8,14,0,13,1,9,1,2,1,2,0,0,-1500,-1,,MRD_x00_y00_z09,MRD_x00_y00_z09,
221,1,1,9,0,1,-121.8,-65.25,422.55,20,130.2,0.6,8,14,1,13,2,9,2,2,3,2,0,1,-1500,-1,,MRD_x01_y00_z09,MRD_x01_y00_z09,
222,1,1,9,0,2,-101.5,-65.25,422.55,20,130.2,0.6,8,14,2,13,3,9,3,2,5,2,0,2,-1500,-1,,MRD_x02_y00_z09,MRD_x02_y00_z09,
223,1,1,9,0,3,-81.2,-65.25,422.55,20,130.2,0.6,8,14,3,13,4,9,4,2,7,2,0,3,-1500,-1,,MRD_x03_y00_z09,MRD_x03_y00_z09,
224,1,1,9,0,4,-60.9,-65.25,422.55,20,130.2,0.6,8,14,4,13,5,9,5,2,9,2,0,4,-1500,-1,,MRD_x04_y00_z09,MRD_x04_y00_z09,
225,1,1,9,0,5,-40.6,-65.25,422.55,20,130.2,0.6,8,14,5,13,6,9,6,2,11,2,0,5,-2000,-1,,MRD_x05_y00_z09,MRD_x05_y00_z09,
226,1,1,9,0,6,-20.3,-65.25,422.55,20,130.2,0.6,8,14,6,13,7,9,7,2,13,2,0,6,-2000,-1,,MRD_x06_y00_z09,MRD_x06_y00_z09,
227,1,1,9,0,7,0,-65.25,422.55,20,130.2,0.6,8,11,31,12,16,9,8,11,1,2,0,7,-2000,-1,,MRD_x07_y00_z09,MRD_x07_y00_z09,"Discriminator on rack 8, slot 13, channel 8 has no NIM output"
228,1,1,9,0,8,20.3,-65.25,422.55,20,130.2,0.6,8,14,8,13,9,9,9,11,2,2,0,8,-2000,-1,,MRD_x08_y00_z09,MRD_x08_y00_z09,
229,1,1,9,0,9,40.6,-65.25,422.55,20,130.2,0.6,8,14,9,13,10,9,10,11,3,2,0,9,-1500,-1,,MRD_x09_y00_z09,MRD_x09_y00_z09,
230,1,1,9,0,10,60.9,-65.25,422.55,20,130.2,0.6,8,14,10,13,11,9,11,11,4,2,0,10,-1500,-1,,MRD_x10_y00_z09,MRD_x10_y00_z09,
231,1,1,9,0,11,81.2,-65.25,422.55,20,130.2,0.6,8,14,11,13,12,9,12,11,5,2,0,11,-1500,-1,,MRD_x11_y00_z09,MRD_x11_y00_z09,
232,1,1,9,0,12,101.5,-65.25,422.55,20,130.2,0.6,8,14,15,13,16,9,13,11,6,2,0,12,-1500,-1,,MRD_x12_y00_z09,MRD_x12_y00_z09,slot 13 on this disc had a very high rate; shifted signal to slot 16
233,1,1,9,0,13,121.8,-65.25,422.55,20,130.2,0.6,8,14,13,13,14,9,14,11,7,2,0,13,-1500,-1,,MRD_x13_y00_z09,MRD_x13_y00_z09,
234,1,1,9,0,14,142.1,-65.25,422.55,20,130.2,0.6,8,14,14,13,15,9,15,11,8,2,0,14,-1500,-1,,MRD_x14_y00_z09,MRD_x14_y00_z09,
235,1,1,9,1,0,-142.1,65.25,422.55,20,130.2,0.6,8,14,16,15,1,10,1,2,2,2,1,0,-1500,-1,,MRD_x00_y01_z09,MRD_x00_y01_z09,
236,1,1,9,1,1,-121.8,65.25,422.55,20,130.2,0.6,8,14,17,15,2,10,2,2,4,2,1,1,-1500,-1,,MRD_x01_y01_z09,MRD_x01_y01_z09,
237,1,1,9,1,2,-101.5,65.25,422.55,20,130.2,0.6,8,14,18,15,3,10,3,2,6,2,1,2,-1300,-1,,MRD_x02_y01_z09,MRD_x02_y01_z09,
238,1,1,9,1,3,-81.2,65.25,422.55,20,130.2,0.6,8,14,19,15,4,10,4,2,8,2,1,3,-1500,-1,,MRD_x03_y01_z09,MRD_x03_y01_z09,
239,1,1,9,1,4,-60.9,65.25,422.55,20,130.2,0.6,8,14,20,15,5,10,5,2,10,2,1,4,-1500,-1,,MRD_x04_y01_z09,MRD_x04_y01_z09,
240,1,1,9,1,5,-40.6,65.25,422.55,20,130.2,0.6,8,14,21,15,6,10,6,2,12,2,1,5,-1500,-1,,MRD_x05_y01_z09,MRD_x05_y01_z09,
241,1,1,9,1,6,-20.3,65.25,422.55,20,130.2,0.6,8,14,22,15,7,10,7,2,14,2,1,6,-1500,-1,,MRD_x06_y01_z09,MRD_x06_y01_z09,
242,1,1,9,1,7,0,65.25,422.55,20,130.2,0.6,8,14,23,15,8,10,8,12,18,2,1,7,-1500,-1,,MRD_x07_y01_z09,MRD_x07_y01_z09,
243,1,1,9,1,8,20.3,65.25,422.55,20,130.2,0.6,8,14,24,15,9,10,9,12,20,2,1,8,-1500,-1,,MRD_x08_y01_z09,MRD_x08_y01_z09,
244,1,1,9,1,9,40.6,65.25,422.55,20,130.2,0.6,8,14,25,15,10,10,10,12,22,2,1,9,-1500,-1,,MRD_x09_y01_z09,MRD_x09_y01_z09,
245,1,1,9,1,10,60.9,65.25,422.55,20,130.2,0.6,8,14,26,15,11,10,11,12,24,2,1,10,-1500,-1,,MRD_x10_y01_z09,MRD_x10_y01_z09,
246,1,1,9,1,11,81.2,65.25,422.55,20,130.2,0.6,8,14,27,15,12,10,12,12,26,2,1,11,-1500,-1,,MRD_x11_y01_z09,MRD_x11_y01_z09,
247,1,1,9,1,12,101.5,65.25,422.55,20,130.2,0.6,8,14,28,15,13,10,13,12,28,2,1,12,-1500,-1,,MRD_x12_y01_z09,MRD_x12_y01_z09,
248,1,1,9,1,13,121.8,65.25,422.55,20,130.2,0.6,8,14,29,15,14,10,14,12,30,2,1,13,-1500,-1,,MRD_x13_y01_z09,MRD_x13_y01_z09,
249,1,1,9,1,14,142.1,65.25,422.55,20,130.2,0.6,8,14,30,15,15,10,15,12,32,2,1,14,-1500,-1,,MRD_x14_y01_z09,MRD_x14_y01_z09,
250,1,0,10,0,0,-73.75,-121.8,434.66,147.2,20,0.6,7,19,0,18,1,9,1,-1,-1,2,2,0,-2100,-1,,MRD_x00_y00_z10,MRD_x00_y00_z10,
251,1,0,10,0,1,-73.75,-101.5,434.66,147.2,20,0.6,7,19,1,18,2,9,2,-1,-1,2,2,1,-1600,-1,,MRD_x00_y01_z10,MRD_x00_y01_z10,
252,1,0,10,0,2,-73.75,-81.2,434.66,147.2,20,0.6,7,19,2,18,3,9,3,-1,-1,2,2,2,-2100,-1,,MRD_x00_y02_z10,MRD_x00_y02_z10,
253,1,0,10,0,3,-73.75,-60.9,434.66,147.2,20,0.6,7,19,3,18,4,9,4,-1,-1,2,2,3,-2100,-1,,MRD_x00_y03_z10,MRD_x00_y03_z10,
254,1,0,10,0,4,-73.75,-40.6,434.66,147.2,20,0.6,7,19,4,18,5,9,5,-1,-1,2,2,4,-2100,-1,,MRD_x00_y04_z10,MRD_x00_y04_z10,
255,1,0,10,0,5,-73.75,-20.3,434.66,147.2,20,0.6,7,19,5,18,6,9,6,-1,-1,2,2,5,-2100,-1,,MRD_x00_y05_z10,MRD_x00_y05_z10,
256,1,0,10,0,6,-73.75,0,434.66,147.2,20,0.6,7,19,6,18,7,9,7,-1,-1,2,2,6,-2100,-1,,MRD_x00_y06_z10,MRD_x00_y06_z10,
257,1,0,10,0,7,-73.75,20.3,434.66,147.2,20,0.6,7,19,7,18,8,9,8,-1,-1,2,2,7,-2100,-1,,MRD_x00_y07_z10,MRD_x00_y07_z10,
258,1,0,10,0,8,-73.75,40.6,434.66,147.2,20,0.6,7,19,8,18,9,9,9,-1,-1,2,2,8,-1900,-1,,MRD_x00_y08_z10,MRD_x00_y08_z10,
259,1,0,10,0,9,-73.75,60.9,434.66,147.2,20,0.6,7,19,9,18,10,9,10,-1,-1,2,2,9,-2100,-1,,MRD_x00_y09_z10,MRD_x00_y09_z10,
260,1,0,10,0,10,-73.75,81.2,434.66,147.2,20,0.6,7,19,10,18,11,9,11,-1,-1,2,2,10,-2100,-1,,MRD_x00_y10_z10,MRD_x00_y10_z10,
261,1,0,10,0,11,-73.75,101.5,434.66,147.2,20,0.6,7,19,11,18,12,9,12,-1,-1,2,2,11,-2100,-1,,MRD_x00_y11_z10,MRD_x00_y11_z10,Crate 2 card 3 ch11 is broken: nothing connected
262,1,0,10,0,12,-73.75,121.8,434.66,147.2,20,0.6,7,19,12,18,13,9,13,-1,-1,2,2,12,-2100,-1,,MRD_x00_y12_z10,MRD_x00_y12_z10,
263,1,0,10,1,0,73.75,-121.8,434.66,147.2,20,0.6,7,19,16,20,1,10,1,-1,-1,2,3,0,-2100,-1,,MRD_x01_y00_z10,MRD_x01_y00_z10,
264,1,0,10,1,1,73.75,-101.5,434.66,147.2,20,0.6,7,19,17,20,2,10,2,-1,-1,2,3,1,-1900,-1,,MRD_x01_y01_z10,MRD_x01_y01_z10,
265,1,0,10,1,2,73.75,-81.2,434.66,147.2,20,0.6,7,19,18,20,3,10,3,-1,-1,2,3,2,-1600,-1,,MRD_x01_y02_z10,MRD_x01_y02_z10,
266,1,0,10,1,3,73.75,-60.9,434.66,147.2,20,0.6,7,19,19,20,4,10,4,-1,-1,2,3,3,-1800,-1,,MRD_x01_y03_z10,MRD_x01_y03_z10,
267,1,0,10,1,4,73.75,-40.6,434.66,147.2,20,0.6,7,19,20,20,5,10,5,-1,-1,2,3,4,-1800,-1,,MRD_x01_y04_z10,MRD_x01_y04_z10,
268,1,0,10,1,5,73.75,-20.3,434.66,147.2,20,0.6,7,19,21,20,6,10,6,-1,-1,2,3,5,-2100,-1,,MRD_x01_y05_z10,MRD_x01_y05_z10,
269,1,0,10,1,6,73.75,0,434.66,147.2,20,0.6,7,19,22,20,7,10,7,-1,-1,2,3,6,-2100,-1,,MRD_x01_y06_z10,MRD_x01_y06_z10,
270,1,0,10,1,7,73.75,20.3,434.66,147.2,20,0.6,7,19,23,20,8,10,8,-1,-1,2,3,7,-1600,-1,,MRD_x01_y07_z10,MRD_x01_y07_z10,
271,1,0,10,1,8,73.75,40.6,434.66,147.2,20,0.6,7,19,24,20,9,10,9,-1,-1,2,3,8,-2100,-1,,MRD_x01_y08_z10,MRD_x01_y08_z10,
272,1,0,10,1,9,73.75,60.9,434.66,147.2,20,0.6,7,19,25,20,10,10,10,-1,-1,2,3,9,-2100,-1,,MRD_x01_y09_z10,MRD_x01_y09_z10,
273,1,0,10,1,10,73.75,81.2,434.66,147.2,20,0.6,7,19,26,20,11,10,11,-1,-1,2,3,10,-1600,-1,,MRD_x01_y10_z10,MRD_x01_y10_z10,
274,1,0,10,1,11,73.75,101.5,434.66,147.2,20,0.6,7,19,27,20,12,10,12,-1,-1,2,3,13,-2100,-1,,MRD_x01_y11_z10,MRD_x01_y11_z10,
275,1,0,10,1,12,73.75,121.8,434.66,147.2,20,0.6,7,19,28,20,13,10,13,-1,-1,2,3,13,-2100,-1,,MRD_x01_y12_z10,MRD_x01_y12_z10,
276,1,1,11,0,0,-142.1,-65.25,446.77,20,130.2,0.6,8,17,0,16,1,11,1,1,19,2,4,0,-1500,-1,,MRD_x00_y00_z11,MRD_x00_y00_z11,
277,1,1,11,0,1,-121.8,-65.25,446.77,20,130.2,0.6,8,17,1,16,2,11,2,1,21,2,4,1,-1500,-1,,MRD_x01_y00_z11,MRD_x01_y00_z11,
278,1,1,11,0,2,-101.5,-65.25,446.77,20,130.2,0.6,8,17,2,16,3,11,3,1,23,2,4,2,-1500,-1,,MRD_x02_y00_z11,MRD_x02_y00_z11,
279,1,1,11,0,3,-81.2,-65.25,446.77,20,130.2,0.6,8,17,3,16,4,11,4,1,25,2,4,3,-1300,-1,,MRD_x03_y00_z11,MRD_x03_y00_z11,
